P 277.0845, -314.7926, 0.0010,  0, 0, 0,  3,  Sheerie_(Berserker_Tomes)
P 255.0891, -287.3335, 0.0010,  0, 0, 127,  3,  Baddi_(GM_Berserker)
L -248.5313, -275.7500, -26.3740,  -248.3761, -248.5906, -26.1487,  0, 0, 0
L -248.3761, -248.5906, -26.1487,  -242.1606, -233.5370, -17.1812,  0, 0, 0
L -242.1606, -233.5370, -17.1812,  -233.4871, -221.8074, -11.3740,  0, 0, 0
L -233.4871, -221.8074, -11.3740,  -237.4019, -212.0734, -12.0969,  0, 0, 0
L -237.4019, -212.0734, -12.0969,  -257.8024, -212.5313, -29.3740,  0, 0, 0
L -237.8109, -212.5313, -29.3740,  -246.3876, -204.0361, -29.3740,  127, 64, 0
L -246.3876, -204.0361, -29.3740,  -264.2661, -192.0431, -29.3740,  127, 64, 0
L -255.4265, -132.3125, -28.7189,  -291.2137, -132.1858, -35.5077,  0, 0, 0
L -291.2137, -132.1858, -35.5077,  -339.0445, -102.3438, -56.3427,  0, 0, 0
L -339.0445, -102.3438, -56.3427,  -427.1587, -102.3438, -56.4873,  0, 0, 0
L -427.1587, -102.3438, -56.4873,  -566.5956, -102.3437, -35.3740,  0, 0, 0
L -566.5956, -102.3437, -35.3740,  -605.3750, -154.9439, -36.0540,  0, 0, 0
L -605.3750, -154.9439, -36.0540,  -605.4314, -298.7824, -86.3427,  0, 0, 0
L -605.4314, -298.7824, -86.3427,  -606.4342, -331.0774, -86.3427,  0, 0, 0
L -606.4342, -331.0774, -86.3427,  -766.3800, -332.2856, -65.3427,  0, 0, 0
L -766.3800, -332.2856, -65.3427,  -765.9215, -331.7382, -65.3427,  0, 0, 0
L -662.3835, -440.8920, 0.6260,  -747.4407, -445.1746, -35.2394,  0, 0, 0
L -747.4407, -445.1746, -35.2394,  -765.8720, -449.1780, -41.3298,  0, 0, 0
L -765.8720, -449.1780, -41.3298,  -766.0624, -412.0626, -53.1159,  0, 0, 0
L -766.0624, -412.0626, -53.1159,  -764.9260, -372.8656, -65.8837,  0, 0, 0
L -764.9260, -372.8656, -65.8837,  -654.5722, -373.4687, -74.3824,  0, 0, 0
L -654.5722, -373.4687, -74.3824,  -606.9074, -373.4687, -86.2986,  0, 0, 0
L -606.9074, -373.4687, -86.2986,  -565.1653, -330.7316, -86.3427,  0, 0, 0
L -565.1653, -330.7316, -86.3427,  -567.1562, -296.6911, -86.1599,  0, 0, 0
L -567.1562, -296.6911, -86.1599,  -566.7820, -152.5625, -35.3740,  0, 0, 0
L -566.7820, -152.5625, -35.3740,  -426.5246, -152.5625, -56.6853,  0, 0, 0
L -426.5246, -152.5625, -56.6853,  -338.5276, -143.6502, -56.1766,  0, 0, 0
L -338.5276, -143.6502, -56.1766,  -290.1597, -159.5887, -35.2370,  0, 0, 0
L -290.1597, -159.5887, -35.2370,  -290.5000, -191.5625, -34.9790,  0, 0, 0
L -290.5000, -191.5625, -34.9790,  -264.2812, -191.8817, -29.3843,  127, 64, 0
L -290.5000, -191.5624, -34.9790,  -257.8019, -212.5313, -29.3740,  0, 0, 0
L -257.8019, -212.5313, -29.3740,  -237.8113, -212.5313, -29.3740,  0, 0, 0
L -237.8113, -212.5313, -29.3740,  -246.4574, -203.9895, -29.3740,  0, 0, 0
L -255.4265, -132.3125, -28.7189,  -264.1176, -158.3858, -30.3485,  127, 64, 0
L -264.1176, -158.3858, -30.3485,  -264.2812, -176.6008, -30.3792,  127, 64, 0
L -264.2832, -176.6008, -30.3795,  -264.0818, -192.4958, -29.3740,  127, 64, 0
L -255.4265, -132.3125, -28.7189,  -236.5372, -120.0045, 6.6260,  0, 0, 0
L -236.5372, -120.0045, 6.6260,  -242.4186, -105.1766, 11.8434,  0, 0, 0
L -242.4186, -105.1766, 11.8434,  -242.5313, -87.0254, 18.6155,  0, 0, 0
L -242.5313, -87.0254, 18.6155,  -254.5313, -65.7278, 27.7434,  0, 0, 0
L -254.5313, -65.7278, 27.7434,  -254.6545, -41.5724, 36.8350,  0, 0, 0
L -254.6545, -41.5724, 36.8350,  -264.0814, -17.5992, 48.6933,  0, 0, 0
L -287.5697, -17.6250, 59.7178,  -287.5697, 11.6250, 59.7178,  127, 64, 0
L -287.5697, 11.6250, 59.7178,  -263.2918, 11.4437, 48.5947,  0, 0, 0
L -263.2918, 11.4437, 48.5947,  -231.2765, 2.7123, 48.5947,  0, 0, 0
L -287.5697, 11.6250, 59.7178,  -323.8982, 11.6257, 60.5947,  0, 0, 0
L -323.8982, 11.6257, 60.5947,  -330.2191, 17.8510, 60.4672,  0, 0, 0
L -330.2191, 17.8510, 60.4672,  -330.2500, 109.1867, 60.5947,  0, 0, 0
L -330.2500, 109.1867, 60.5947,  -330.2500, 140.3121, 60.5539,  0, 0, 0
L -330.2500, 140.3121, 60.5539,  -344.5524, 104.9756, 60.5947,  0, 0, 0
L -344.5524, 104.9756, 60.5947,  -344.7941, 60.6465, 57.1479,  0, 0, 0
L -344.7941, 60.6465, 57.1479,  -353.5146, 18.7276, 51.6814,  0, 0, 0
L -353.5146, 18.7276, 51.6814,  -353.1963, -33.4790, 51.6521,  0, 0, 0
L -353.1963, -33.4790, 51.6521,  -345.0146, -77.7517, 56.8174,  0, 0, 0
L -345.0146, -77.7517, 56.8174,  -344.5680, -122.8417, 60.5878,  0, 0, 0
L -344.5680, -122.8417, 60.5878,  -330.2500, -157.4953, 60.5947,  0, 0, 0
L -330.2500, -157.4953, 60.5947,  -330.2500, -120.6234, 60.4172,  0, 0, 0
L -330.2500, -120.6234, 60.4172,  -330.2500, -33.3751, 51.6399,  0, 0, 0
L -330.2500, -33.3751, 51.6399,  -351.7601, -33.2322, 51.6231,  0, 0, 0
L -330.2500, -33.3751, 51.6399,  -324.0752, -23.6828, 60.5947,  0, 0, 0
L -324.0752, -23.6828, 60.5947,  -310.7336, -23.3281, 60.5947,  0, 0, 0
L -310.7336, -23.3281, 60.5947,  -287.5697, -17.6249, 59.7178,  0, 0, 0
L -287.5697, -17.6249, 59.7178,  -264.9804, -17.6249, 49.1153,  0, 0, 0
L -264.4492, -17.6249, 48.8659,  -260.2394, -26.6986, 44.0295,  0, 0, 0
L -231.7157, 2.8321, 48.5947,  -203.8091, 17.6250, 27.6260,  0, 0, 0
L -203.8091, 17.6250, 27.6260,  -198.1111, 17.6250, 27.6260,  0, 0, 0
L -198.1111, 17.6250, 27.6260,  -197.8087, -17.6379, 27.5918,  0, 0, 0
L -197.8087, -17.6379, 27.5918,  -231.3897, -18.1467, 48.4923,  0, 0, 0
L -231.3897, -18.1467, 48.4923,  -222.4464, -41.5971, 36.8231,  0, 0, 0
L -222.4464, -41.5971, 36.8231,  -254.6460, -41.5908, 36.8261,  127, 64, 0
L -222.4474, -41.5938, 36.8247,  -222.2422, -66.1819, 27.8897,  0, 0, 0
L -222.2422, -66.1819, 27.8897,  -216.0561, -87.7231, 18.1428,  0, 0, 0
L -216.0561, -87.7231, 18.1428,  -209.8731, -105.7632, 11.6365,  0, 0, 0
L -209.8731, -105.7632, 11.6365,  -200.7235, -120.6538, 6.6260,  0, 0, 0
L -200.7235, -120.6538, 6.6260,  -180.2292, -132.2045, 6.4174,  0, 0, 0
L -180.2292, -132.2045, 6.4174,  -168.3125, -159.1891, -11.9639,  0, 0, 0
L -168.3125, -159.1891, -11.9639,  -168.3127, -176.7822, -29.1599,  0, 0, 0
L -168.3127, -176.7822, -29.1599,  -183.4704, -191.8835, -26.0080,  0, 0, 0
L -183.4704, -191.8835, -26.0080,  -198.4439, -204.3638, -19.3247,  0, 0, 0
L -198.4439, -204.3638, -19.3247,  -198.2593, -213.0409, -11.3740,  0, 0, 0
L -198.2593, -213.0409, -11.3740,  -188.5753, -222.4824, -11.9130,  0, 0, 0
L -188.5753, -222.4824, -11.9130,  -162.2279, -234.1902, -17.1484,  0, 0, 0
L -162.2279, -234.1902, -17.1484,  -156.3125, -249.1849, -26.3740,  0, 0, 0
L -156.3125, -249.1849, -26.3740,  -156.6219, -276.2624, -26.1618,  0, 0, 0
L -50.3328, -349.5000, 0.6260,  -47.9497, -342.4982, 1.6260,  0, 0, 0
L -47.9497, -342.4982, 1.6260,  -45.4663, -342.6990, 1.6260,  0, 0, 0
L -45.4663, -342.6990, 1.6260,  -25.3497, -376.4765, 0.6260,  0, 0, 0
L -25.3497, -376.4765, 0.6260,  -7.7441, -421.4688, 1.3091,  0, 0, 0
L -7.7441, -421.4688, 1.3091,  -7.1183, -405.2795, 0.6260,  127, 127, 127
L -7.1183, -405.2795, 0.6260,  8.4222, -405.9076, 0.6260,  127, 127, 127
L 8.4222, -405.9076, 0.6260,  7.8316, -421.4688, 1.1405,  127, 127, 127
L 7.8316, -421.4688, 1.1405,  16.0070, -412.4486, 0.6260,  0, 0, 0
L 16.0070, -412.4486, 0.6260,  31.7863, -407.5176, 0.6260,  0, 0, 0
L 31.7863, -407.5176, 0.6260,  49.6967, -387.5598, 0.6260,  0, 0, 0
L 49.6967, -387.5598, 0.6260,  60.8753, -367.0604, 0.6260,  0, 0, 0
L 60.8753, -367.0604, 0.6260,  70.1554, -348.6318, 0.6260,  0, 0, 0
L 70.1554, -348.6318, 0.6260,  59.5257, -359.9231, 0.6260,  127, 127, 127
L 59.5257, -359.9231, 0.6260,  49.2015, -366.2188, 1.2903,  127, 127, 127
L 49.2015, -366.2188, 1.2903,  36.0885, -366.2188, 0.8753,  127, 127, 127
L 36.0885, -366.2188, 0.8753,  15.3345, -376.2065, 0.6262,  127, 127, 127
L 15.3345, -376.2065, 0.6262,  -25.4584, -376.1988, 0.6516,  127, 64, 0
L 49.9531, -381.8345, 0.7814,  49.9728, -366.2187, 0.8058,  127, 127, 127
L 49.9728, -366.2187, 0.8058,  36.0109, -366.2576, 0.7620,  127, 127, 127
L 36.0109, -366.2576, 0.7620,  36.1982, -381.9695, 0.6260,  127, 127, 127
L 44.1373, -382.0088, 0.6260,  35.9689, -382.0493, 0.6260,  127, 127, 127
L 44.1648, -381.9212, 0.6741,  49.7688, -381.8172, 0.8984,  127, 127, 127
L 48.2881, -381.8442, 0.8402,  50.3035, -381.8194, 0.6260,  127, 127, 127
L 15.6377, -291.5093, 0.6260,  35.7992, -301.3553, 0.6260,  127, 127, 127
L 35.7992, -301.3553, 0.6260,  15.6686, -291.5121, 0.6260,  0, 0, 0
L 15.6686, -291.5121, 0.6260,  15.6529, -376.2087, 0.6260,  127, 127, 127
L 23.6250, -296.1842, 4.6260,  23.4543, -372.5359, 0.6260,  127, 127, 127
L 31.6250, -300.0125, 8.6260,  31.6411, -367.9525, 8.6260,  127, 127, 127
L 35.7246, -366.1064, 10.5790,  36.1170, -301.4999, 0.9308,  127, 127, 127
L 36.1170, -301.4999, 0.9308,  36.1170, -301.4999, 0.9308,  0, 0, 0
L 27.6783, -297.6755, 6.6221,  27.7158, -370.4051, 0.6260,  127, 127, 127
L 35.5655, -365.8375, 10.6260,  50.2053, -365.7097, 12.6260,  127, 127, 127
L 50.2053, -365.7097, 12.6260,  61.9614, -357.9305, 12.6118,  127, 127, 127
L 61.9614, -357.9305, 12.6118,  71.5938, -345.7855, 12.6260,  127, 127, 127
L 71.5938, -345.7855, 12.6260,  71.5918, -321.9596, 12.6260,  0, 0, 0
L 71.2708, -321.3175, 12.6260,  62.0326, -310.0001, 12.6260,  127, 127, 127
L 62.0326, -310.0001, 12.6260,  49.6436, -302.2598, 13.0639,  127, 127, 127
L 49.6436, -302.2598, 13.0639,  36.5985, -301.8392, 13.1937,  127, 127, 127
L 71.5733, -321.9226, 12.6260,  70.5745, -320.2281, 12.6260,  127, 127, 127
L 70.1884, -319.1529, 0.6260,  49.6043, -279.0260, 0.6260,  0, 0, 0
L 49.6043, -279.0260, 0.6260,  31.9908, -258.4717, 0.6260,  0, 0, 0
L 31.9908, -258.4717, 0.6260,  8.3059, -244.5397, 0.6260,  0, 0, 0
L 8.3059, -244.5397, 0.6260,  -7.7402, -244.2812, 1.3158,  127, 127, 127
L -7.7402, -244.2812, 1.3158,  -25.4635, -291.5122, 0.6263,  0, 0, 0
L -25.4635, -291.5122, 0.6263,  15.9277, -291.4680, 0.6260,  127, 64, 0
L -25.4638, -291.5121, 0.6260,  -46.5777, -323.2500, 1.6260,  0, 0, 0
L -46.5777, -323.2500, 1.6260,  -48.7620, -322.8169, 1.6260,  0, 0, 0
L -48.7620, -322.8169, 1.6260,  -50.3315, -316.2500, 0.6261,  0, 0, 0
L -7.8325, -259.8379, 0.9375,  7.9668, -259.8908, 0.7824,  127, 127, 127
L 7.9668, -259.8908, 0.7824,  7.9668, -259.8908, 0.7824,  0, 0, 0
L 7.9668, -259.8908, 0.7824,  7.8402, -244.2812, 1.1238,  127, 127, 127
L 7.8402, -244.2812, 1.1238,  -7.7850, -244.4006, 1.2314,  0, 0, 0
L -7.7850, -244.4006, 1.2314,  -8.1520, -259.8505, 0.6260,  127, 127, 127
L 16.0279, -262.4926, 0.8531,  15.9203, -277.9406, 0.6260,  127, 127, 127
L 15.9203, -277.9406, 0.6260,  32.0905, -277.8883, 0.6260,  127, 127, 127
L 32.0905, -277.8883, 0.6260,  31.2591, -261.8698, 0.7372,  127, 127, 127
L 31.2591, -261.8698, 0.7372,  15.6961, -261.6703, 0.6260,  127, 127, 127
L 37.2986, -301.4999, 1.2381,  50.2542, -301.4804, 0.6260,  127, 127, 127
L 50.2542, -301.4804, 0.6260,  50.0761, -283.9856, 0.6260,  127, 127, 127
L 35.9793, -283.6127, 0.6260,  36.0622, -301.4868, 0.8478,  127, 127, 127
L 50.0225, -283.6838, 0.6260,  35.8940, -283.7522, 0.6260,  127, 127, 127
L 15.6148, -325.8821, 1.6260,  -25.8847, -325.7758, 1.6260,  127, 127, 127
L -25.8847, -325.7758, 1.6260,  -25.8847, -325.7758, 1.6260,  0, 0, 0
L -45.0205, -343.1391, 1.6260,  -27.2375, -339.8745, 1.6260,  127, 127, 127
L -27.2375, -339.8745, 1.6260,  15.6372, -339.9066, 1.6260,  127, 127, 127
L -45.9588, -342.5001, 1.6260,  -45.9645, -323.2500, 1.6260,  127, 127, 127
L -45.9645, -323.2500, 1.6260,  -46.3771, -323.2500, 1.6260,  0, 0, 0
L -25.6256, -325.8279, 1.6260,  -46.9591, -323.2500, 1.6260,  127, 127, 127
L -7.7441, -421.4687, 1.3091,  8.2740, -420.9710, 0.6260,  0, 0, 0
L 15.8663, -402.9517, 0.6260,  17.0316, -387.6763, 0.6260,  127, 127, 127
L 17.0316, -387.6763, 0.6260,  31.9544, -388.1575, 0.8443,  127, 127, 127
L 31.9544, -388.1575, 0.8443,  31.8946, -403.8817, 0.7256,  127, 127, 127
L 31.8946, -403.8817, 0.7256,  15.9314, -403.4432, 0.6622,  127, 127, 127
L -89.5665, -229.5572, 0.4831,  -89.6539, -201.3980, -10.3740,  0, 0, 0
L -89.6539, -201.3980, -10.3740,  -89.6539, -201.3980, -10.3740,  0, 0, 0
L -89.6539, -201.3980, -10.3740,  -111.8624, -201.4614, -10.3740,  0, 0, 0
L -111.8624, -201.4614, -10.3740,  -191.5715, -111.8154, -10.3740,  0, 0, 0
L -191.5715, -111.8154, -10.3740,  -197.5313, -17.5670, -10.3740,  0, 0, 0
L -197.5313, -17.5670, -10.3740,  -197.5210, 18.1248, -10.3740,  0, 0, 0
L -197.5210, 18.1248, -10.3740,  -193.5621, 73.8896, -10.3740,  0, 0, 0
L -193.5621, 73.8896, -10.3740,  -193.5625, 111.7958, -10.3740,  0, 0, 0
L -193.5625, 111.7958, -10.3740,  -111.8043, 181.5804, -10.3740,  0, 0, 0
L -111.8043, 181.5804, -10.3740,  -17.2509, 193.5625, -10.3740,  0, 0, 0
L -17.2509, 193.5625, -10.3740,  18.6748, 193.4584, -10.3740,  0, 0, 0
L 18.6748, 193.4584, -10.3740,  72.6690, 185.5625, -10.3740,  0, 0, 0
L 72.6690, 185.5625, -10.3740,  111.8320, 185.5625, -10.3740,  0, 0, 0
L 111.8320, 185.5625, -10.3740,  199.5459, 111.7812, -10.3740,  0, 0, 0
L 199.5459, 111.7812, -10.3740,  207.5230, 18.0807, -10.3740,  0, 0, 0
L 207.5230, 18.0807, -10.3740,  209.5677, 9.8386, -10.3740,  0, 0, 0
L 209.9313, -7.7160, -10.3740,  198.2316, -72.4277, -10.3740,  0, 0, 0
L 198.2316, -72.4277, -10.3740,  214.5368, -72.3437, -3.1307,  0, 0, 0
L 214.5368, -72.3437, -3.1307,  239.5313, -72.6912, 0.5721,  0, 0, 0
L 239.5313, -72.6912, 0.5721,  239.3970, -91.0125, 0.6260,  0, 0, 0
L 239.3970, -91.0125, 0.6260,  218.4486, -118.1619, 0.6260,  0, 0, 0
L 218.4486, -118.1619, 0.6260,  210.6719, -145.2303, 0.6260,  0, 0, 0
L 210.6719, -145.2303, 0.6260,  227.3992, -145.1625, 0.6260,  0, 0, 0
L 227.3992, -145.1625, 0.6260,  244.8812, -131.0372, 0.6260,  0, 0, 0
L 244.8812, -131.0372, 0.6260,  245.3005, -132.6559, 0.6260,  0, 0, 0
L 245.3005, -132.6559, 0.6260,  247.5767, -133.9363, 0.6260,  0, 0, 0
L 247.5767, -133.9363, 0.6260,  247.5767, -133.9363, 0.6260,  0, 0, 0
L 247.5767, -133.9363, 0.6260,  249.5897, -133.1346, 0.6260,  0, 0, 0
L 249.5897, -133.1346, 0.6260,  250.3626, -131.2726, 0.6260,  0, 0, 0
L 250.3626, -131.2726, 0.6260,  249.7065, -129.3125, 0.6260,  0, 0, 0
L 249.7065, -129.3125, 0.6260,  267.7635, -129.3125, 0.6260,  0, 0, 0
L 267.7635, -129.3125, 0.6260,  285.5000, -145.1057, 0.6260,  0, 0, 0
L 285.5000, -145.1057, 0.6260,  285.7778, -190.2998, 0.6260,  0, 0, 0
L 285.7778, -190.2998, 0.6260,  312.4301, -190.3123, 0.6260,  0, 0, 0
L 312.4301, -190.3123, 0.6260,  311.7778, -192.0236, 0.6260,  0, 0, 0
L 311.7778, -192.0236, 0.6260,  312.2993, -193.5905, 0.6260,  0, 0, 0
L 312.2993, -193.5905, 0.6260,  314.0287, -195.0220, 0.6260,  0, 0, 0
L 314.0287, -195.0220, 0.6260,  316.5000, -194.2627, 0.6260,  0, 0, 0
L 316.5000, -194.2622, 0.6260,  316.6279, -210.2501, 0.6260,  0, 0, 0
L 316.6279, -210.2501, 0.6260,  333.0840, -239.3926, 0.6260,  0, 0, 0
L 333.0840, -239.3926, 0.6260,  347.6213, -242.2379, 0.6260,  0, 0, 0
L 347.6213, -242.2379, 0.6260,  350.2617, -242.0068, 0.6260,  0, 0, 0
L 350.2617, -242.0068, 0.6260,  368.0839, -203.2812, 0.6260,  0, 0, 0
L 368.0839, -203.2812, 0.6260,  391.6038, -203.2812, 0.6260,  0, 0, 0
L 391.6038, -203.2812, 0.6260,  409.4688, -241.9887, 0.6260,  0, 0, 0
L 409.4688, -241.9887, 0.6260,  409.4688, -259.8316, 0.6260,  0, 0, 0
L 367.0940, -300.5000, 0.6260,  350.0549, -259.5771, 0.6260,  0, 0, 0
L 392.4688, -304.5000, 5.6260,  367.2187, -304.5000, 5.6260,  0, 0, 0
L 367.2187, -304.5000, 5.6260,  367.2187, -300.8887, 5.6260,  0, 0, 0
L 367.2187, -300.8887, 5.6260,  392.0243, -301.0007, 5.6292,  0, 0, 0
L 392.0243, -301.0007, 5.6292,  392.4688, -304.4999, 5.6634,  0, 0, 0
L 367.0943, -300.5000, 0.6260,  367.2187, -301.1655, 5.6260,  0, 0, 0
L 392.5933, -300.5000, 0.6260,  409.4688, -259.7278, 0.6260,  0, 0, 0
L 392.5962, -300.4932, 0.6260,  392.0574, -301.4070, 5.6260,  0, 0, 0
L 349.2914, -259.4084, 0.6260,  346.5414, -260.1890, 0.6260,  0, 0, 0
L 346.5414, -260.1890, 0.6260,  332.3939, -268.2722, 0.6260,  0, 0, 0
L 350.1565, -259.6585, 0.6260,  349.3628, -259.5313, 0.6260,  0, 0, 0
L 350.0468, -259.5728, 0.6260,  349.1529, -259.4364, 0.6260,  0, 0, 0
L 332.5033, -267.8560, 0.6260,  330.4615, -295.8192, 0.6260,  0, 0, 0
L 330.4615, -295.8192, 0.6260,  316.6551, -316.5275, 0.6260,  0, 0, 0
L 316.6551, -316.5275, 0.6260,  288.7643, -320.5167, 0.6260,  0, 0, 0
L 288.7643, -320.5167, 0.6260,  267.5515, -336.7311, 0.6260,  0, 0, 0
L 267.5515, -336.7311, 0.6260,  265.5858, -339.6801, 0.6260,  0, 0, 0
L 265.5858, -339.6801, 0.6260,  265.5313, -410.7160, 0.6260,  0, 0, 0
L 265.5313, -410.7160, 0.6260,  245.4535, -437.0916, 0.6260,  0, 0, 0
L 245.4535, -437.0916, 0.6260,  245.6002, -629.9667, 0.6260,  0, 0, 0
L 245.6002, -629.9667, 0.6260,  330.5000, -630.1249, 0.6260,  0, 0, 0
L 330.5000, -630.1249, 0.6260,  330.2563, -744.3125, 0.6260,  0, 0, 0
L 330.2563, -744.3125, 0.6260,  277.5484, -744.5032, 0.6260,  0, 0, 0
L 277.5484, -744.5032, 0.6260,  277.5000, -803.3125, 0.6260,  0, 0, 0
L 277.5000, -803.3125, 0.6260,  246.2809, -803.3125, 0.6260,  0, 0, 0
L 246.2809, -803.3125, 0.6260,  246.2812, -716.0937, 0.6260,  0, 0, 0
L 246.2812, -716.0937, 0.6260,  297.1498, -715.9738, 0.6260,  0, 0, 0
L 297.1498, -715.9738, 0.6260,  297.0640, -663.4260, 0.6260,  0, 0, 0
L 297.0640, -663.4260, 0.6260,  246.0679, -663.3750, 0.6260,  0, 0, 0
L 246.0679, -663.3750, 0.6260,  214.2813, -629.5756, 0.6260,  0, 0, 0
L 214.2813, -629.5756, 0.6260,  214.1579, -539.5032, 0.6260,  0, 0, 0
L 214.1579, -539.5032, 0.6260,  211.7156, -539.4398, 0.6260,  0, 0, 0
L 211.7156, -539.4398, 0.6260,  200.4396, -544.6265, 0.6260,  0, 0, 0
L 200.5312, -545.5574, 0.6260,  200.4882, -545.0107, 0.6260,  0, 0, 0
L 244.7441, -278.2500, 0.6260,  267.7674, -278.2500, 0.6260,  0, 0, 0
L 267.7674, -278.2500, 0.6260,  288.6843, -296.1980, 0.6260,  0, 0, 0
L 288.6843, -296.1980, 0.6260,  298.1425, -296.1378, 0.6260,  0, 0, 0
L 298.1425, -296.1378, 0.6260,  304.0605, -268.8293, 0.6260,  0, 0, 0
L 304.0605, -268.8293, 0.6260,  304.2503, -238.3275, 0.6260,  0, 0, 0
L 304.2503, -238.3275, 0.6260,  297.0176, -209.5593, 0.6260,  0, 0, 0
L 297.0176, -209.5593, 0.6260,  285.4510, -209.9285, 0.6260,  0, 0, 0
L 285.4510, -209.9285, 0.6260,  285.5000, -253.7308, 0.6260,  0, 0, 0
L 285.5000, -253.7308, 0.6260,  267.7703, -268.5313, 0.6260,  0, 0, 0
L 267.7703, -268.5313, 0.6260,  247.0364, -268.5313, 0.6260,  0, 0, 0
L 247.0364, -268.5313, 0.6260,  228.2812, -253.7245, 0.6260,  0, 0, 0
L 228.2812, -253.7245, 0.6260,  228.2812, -233.9866, 0.6260,  0, 0, 0
L 228.2812, -233.9866, 0.6260,  235.2817, -208.8902, 0.6260,  0, 0, 0
L 235.2817, -208.8902, 0.6260,  235.2812, -198.0569, 0.6260,  0, 0, 0
L 235.2812, -198.0569, 0.6260,  227.1913, -164.6938, 0.6260,  0, 0, 0
L 227.1913, -164.6938, 0.6260,  201.0564, -164.5625, 0.6260,  0, 0, 0
L 180.4180, -144.8776, 0.6260,  180.4180, -144.8776, 0.6260,  0, 0, 0
L 180.4180, -144.8776, 0.6260,  213.2367, -90.5938, -3.3233,  0, 0, 0
L 180.4180, -144.8776, 0.6260,  201.0564, -164.5625, 0.6260,  0, 0, 0
L 201.5591, -164.5625, 0.6260,  200.8189, -164.3360, 0.6260,  0, 0, 0
L 213.2451, -90.5937, -3.3221,  200.6899, -89.5937, -10.3984,  0, 0, 0
L 200.6899, -89.5937, -10.3984,  197.5894, -89.7679, -10.3740,  0, 0, 0
L 197.5894, -89.7679, -10.3740,  191.6037, -111.7669, -10.3740,  0, 0, 0
L 191.6037, -111.7669, -10.3740,  111.8066, -187.5743, -10.3740,  0, 0, 0
L 111.8066, -187.5743, -10.3740,  97.5774, -206.0447, -10.3740,  0, 0, 0
L 97.5774, -206.0447, -10.3740,  97.5938, -211.9044, -10.0267,  0, 0, 0
L 97.5938, -211.9044, -10.0267,  101.5685, -236.7782, -4.3470,  0, 0, 0
L 101.5856, -236.9258, -4.2769,  125.5625, -278.9742, 0.6260,  0, 0, 0
L 125.5625, -278.9742, 0.6260,  125.8977, -296.2480, 0.6260,  0, 0, 0
L 125.8977, -296.2480, 0.6260,  129.2538, -296.0764, 0.6260,  0, 0, 0
L 129.2538, -296.0764, 0.6260,  129.3125, -281.2500, 0.6260,  0, 0, 0
L 129.3125, -281.2500, 0.6260,  135.2331, -281.1057, 0.6260,  0, 0, 0
L 135.2331, -281.1057, 0.6260,  135.3125, -278.8745, 0.6260,  0, 0, 0
L 135.3125, -278.8745, 0.6260,  123.3125, -269.7184, 0.6260,  0, 0, 0
L 123.3125, -269.7184, 0.6260,  123.3125, -251.0535, 0.6260,  0, 0, 0
L 123.3125, -251.0535, 0.6260,  136.1010, -237.2812, 0.6260,  0, 0, 0
L 136.1010, -237.2812, 0.6260,  155.7552, -237.2812, 0.6260,  0, 0, 0
L 155.7552, -237.2812, 0.6260,  167.2061, -251.1928, 0.6260,  0, 0, 0
L 167.2061, -251.1928, 0.6260,  177.1693, -231.2812, 0.6260,  0, 0, 0
L 177.1693, -231.2812, 0.6260,  199.7329, -231.2812, 0.6260,  0, 0, 0
L 199.7329, -231.2812, 0.6260,  216.6110, -251.1379, 0.6260,  0, 0, 0
L 216.6110, -251.1379, 0.6260,  220.5313, -251.2809, 0.6260,  0, 0, 0
L 220.5313, -251.2809, 0.6260,  220.5313, -269.5313, 0.6260,  0, 0, 0
L 220.5313, -269.5313, 0.6260,  217.3391, -269.5313, 0.6260,  0, 0, 0
L 217.3391, -269.5313, 0.6260,  196.8350, -278.4959, 0.6260,  0, 0, 0
L 196.8350, -278.4959, 0.6260,  196.7473, -281.2147, 0.6260,  0, 0, 0
L 196.7473, -281.2147, 0.6260,  219.5313, -281.2497, 0.6260,  0, 0, 0
L 219.5313, -281.2497, 0.6260,  220.3185, -296.1641, 0.6260,  0, 0, 0
L 220.3185, -296.1641, 0.6260,  244.0313, -278.2500, 0.6260,  0, 0, 0
L 244.0313, -278.2500, 0.6260,  260.2949, -278.2500, 0.6260,  0, 0, 0
L 92.3402, -331.9285, 0.6260,  92.3437, -278.9806, 0.6260,  0, 0, 0
L 92.3437, -278.9806, 0.6260,  70.2524, -236.5869, -4.4423,  0, 0, 0
L 70.3090, -236.7442, -4.4067,  61.3437, -211.6433, -10.3740,  0, 0, 0
L 61.3437, -211.6433, -10.3740,  60.9521, -205.5300, -10.3740,  0, 0, 0
L 60.9521, -205.5300, -10.3740,  -17.6713, -205.5312, -10.3740,  0, 0, 0
L -17.6713, -205.5312, -10.3740,  -72.3430, -201.8889, -10.3740,  0, 0, 0
L -72.3430, -201.8889, -10.3740,  -72.3438, -229.7725, 0.5807,  0, 0, 0
L -72.3438, -225.4586, -1.3741,  -72.5687, -230.0473, 0.6260,  0, 0, 0
L -72.5687, -230.0473, 0.6260,  -73.3266, -230.9736, 0.6260,  0, 0, 0
L -163.5264, -112.5127, -9.7410,  -179.7685, -18.5958, -10.3793,  0, 0, 0
L -179.7685, -18.5958, -10.3793,  -179.8216, 17.6807, -10.4255,  127, 64, 0
L -179.8216, 17.6807, -10.4255,  -171.9765, 71.6458, -10.3742,  0, 0, 0
